1,1,q
0,1,l
1,1,r
0,1,l
1,1,t
0,1,l
0,1,m
1,1,d
1,1,j
0,1,u
0,1,z
0,1,z
1,1,d
1,1,e
1,1,n
1,1,w
1,1,v
1,1,s
1,1,t
0,1,u
0,1,f
1,1,k
1,1,x
1,1,y
0,1,k
0,1,n
1,1,j
0,1,z
0,1,k
0,1,v
0,1,e
0,1,x
0,1,r
1,1,o
0,1,t
0,1,f
1,1,b
0,1,m
1,1,c
0,1,t
0,1,e
1,1,r
0,1,r
1,1,j
1,1,p
0,1,o
1,1,p
0,1,v
1,1,p
1,1,h
1,1,n
0,1,u
1,1,k
0,1,s
0,1,q
0,1,v
0,1,m
0,1,x
1,1,c
0,1,g
1,1,w
1,1,k
1,1,c
1,1,f
1,1,c
0,1,c
1,1,l
0,1,o
1,1,o
1,1,z
0,1,f
1,1,h
1,1,x
1,1,k
0,1,n
0,1,p
1,1,h
1,1,s
0,1,a
1,1,q
1,1,g
0,1,m
1,1,u
0,1,v
1,1,u
1,1,o
1,1,n
0,1,m
0,1,v
1,1,s
1,1,w
0,1,o
1,1,l
0,1,a
0,1,q
1,1,c
0,1,y
0,1,g
1,1,v
1,1,d
0,1,x
1,1,g
1,1,e
0,1,x
1,1,r
0,1,f
1,1,q
0,1,h
1,1,d
0,1,o
1,1,o
0,1,m
0,1,n
0,1,x
1,1,g
1,1,v
0,1,x
1,1,q
0,1,b
1,1,v
0,1,q
1,1,h
1,1,p
1,1,z
1,1,y
0,1,g
0,1,h
0,1,b
0,1,v
0,1,g
0,1,x
1,1,a
1,1,j
0,1,t
1,1,o
0,1,n
1,1,l
1,2,z
0,1,r
0,1,j
1,2,h
1,2,s
1,2,c
0,1,s
0,1,k
0,1,y
0,1,d
0,1,r
1,2,l
0,1,a
0,1,n
0,1,l
0,1,l
0,1,v
0,1,c
1,2,i
1,2,p
0,1,a
0,2,j
0,2,p
0,2,g
0,2,z
1,2,z
1,2,i
1,2,a
0,2,k
1,2,u
1,2,h
0,2,j
0,2,t
1,2,f
0,2,n
1,2,y
1,2,n
0,2,p
1,2,k
0,2,a
0,2,f
1,2,m
0,2,d
1,2,v
0,2,v
0,2,s
0,2,s
0,2,j
1,2,z
0,2,t
1,2,b
1,2,t
1,2,g
0,2,k
1,2,k
0,2,e
1,2,j
0,2,m
0,2,f
0,2,w
1,2,d
1,2,f
1,2,o
1,2,w
1,2,e
0,2,v
1,2,s
1,2,x
0,2,h
1,2,d
1,2,f
1,2,n
0,2,i
1,2,i
1,2,j
1,2,i
1,2,b
1,2,y
1,2,z
0,2,f
1,2,f
0,2,q
0,2,d
1,2,w
1,2,j
1,2,v
1,2,n
1,2,w
0,2,y
1,2,e
1,2,j
1,2,v
0,2,v
0,2,w
0,2,g
1,2,h
0,2,b
0,2,f
0,2,r
1,2,q
1,2,p
1,2,c
0,2,a
0,2,k
1,2,s
1,2,e
1,2,k
0,2,e
0,2,y
0,2,y
0,2,r
1,2,d
1,2,q
1,2,p
0,2,s
1,2,r
1,2,d
0,2,t
0,2,y
0,2,x
0,2,f
1,2,m
0,2,m
0,2,s
0,2,r
1,2,q
1,2,m
0,2,l
0,2,x
1,2,c
0,2,z
1,2,k
0,2,w
0,2,k
1,2,a
1,2,v
0,2,q
0,2,z
1,2,o
1,2,u
1,2,v
1,2,o
0,2,g
1,2,c
0,2,k
0,2,k
0,2,e
1,2,v
0,2,s
0,2,p
1,2,k
1,2,e
1,2,g
0,2,m
0,2,w
0,2,o
1,2,h
0,2,b
0,2,a
0,2,i
1,2,d
1,2,m
1,2,q
1,2,r
0,2,t
0,2,i
0,2,u
0,2,p
1,2,i
1,2,g
1,2,j
0,2,i
0,2,m
0,2,a
0,2,m
1,2,o
1,2,r
0,2,u
1,2,j
0,2,n
1,2,b
0,2,z
1,2,m
1,2,f
1,2,e
1,2,e
0,2,k
0,2,s
1,2,f
1,2,y
0,2,t
0,2,d
0,2,p
0,2,m
0,2,s
1,2,o
1,2,z
1,2,u
1,2,g
0,2,q
1,2,h
0,2,v
0,2,v
0,2,z
1,3,l
0,2,q
1,3,z
1,3,p
0,2,t
1,3,y
1,3,o
1,3,s
0,2,l
0,2,p
1,3,b
1,3,w
1,3,j
0,2,i
1,3,h
0,2,q
0,2,e
0,2,r
0,2,u
1,3,e
1,3,t
0,2,q
1,3,b
1,3,f
0,3,x
0,3,p
1,3,r
0,3,z
1,3,u
0,3,n
0,3,h
0,3,d
1,3,u
1,3,y
0,3,v
0,3,v
0,3,u
1,3,e
0,3,k
0,3,o
0,3,f
1,3,g
1,3,y
0,3,t
1,3,y
1,3,c
0,3,x
0,3,u
1,3,a
1,3,q
1,3,t
1,3,w
0,3,u
1,3,c
0,3,h
1,3,n
0,3,a
1,3,q
1,3,a
1,3,v
0,3,y
0,3,b
1,3,r
1,3,g
0,3,w
0,3,i
0,3,x
0,3,f
0,3,z
0,3,w
0,3,q
1,3,h
0,3,m
0,3,x
0,3,c
1,3,t
1,3,j
0,3,j
1,3,w
0,3,e
1,3,v
0,3,m
1,3,j
1,3,x
0,3,x
1,3,j
0,3,m
1,3,s
0,3,d
1,3,z
0,3,c
1,3,q
0,3,s
1,3,b
0,3,y
1,3,n
1,3,f
1,3,e
0,3,m
1,3,c
1,3,m
1,3,r
1,3,v
0,3,e
0,3,h
1,3,e
1,3,j
1,3,y
0,3,p
1,3,l
1,3,k
1,3,u
0,3,b
0,3,i
0,3,j
1,3,h
1,3,q
1,3,j
0,3,u
1,3,i
1,3,c
1,3,g
1,3,b
1,3,g
0,3,w
1,3,a
1,3,t
0,3,m
0,3,o
1,3,j
1,3,j
0,3,y
1,3,t
0,3,x
1,3,v
0,3,i
1,3,w
0,3,t
1,3,k
1,3,h
1,3,j
0,3,u
1,3,u
1,3,i
1,3,y
1,3,z
1,3,o
1,3,z
0,3,m
1,3,o
1,3,e
0,3,g
0,3,l
0,3,y
0,3,j
0,3,v
0,3,y
0,3,h
0,3,x
1,3,a
0,3,j
1,3,r
1,3,x
0,3,b
0,3,i
1,3,r
1,3,t
0,3,y
1,3,u
0,3,g
0,3,q
0,3,l
0,3,z
0,3,t
1,3,x
0,3,t
1,3,m
0,3,s
0,3,j
1,3,r
0,3,r
1,3,h
0,3,r
1,3,k
0,3,m
0,3,j
0,3,i
1,3,p
0,3,i
1,3,y
0,3,p
1,3,g
1,3,p
1,4,r
1,4,m
1,4,c
1,4,a
0,3,d
0,3,d
0,3,l
1,4,p
1,4,o
1,4,w
1,4,x
1,4,a
1,4,f
0,3,r
0,3,s
1,4,j
1,4,b
1,4,t
1,4,a
1,4,k
1,4,o
0,3,d
1,4,i
0,3,o
1,4,w
0,3,v
0,3,i
0,3,e
1,4,f
1,4,a
1,4,n
0,3,b
0,3,l
0,3,x
0,3,q
0,3,j
1,4,w
1,4,n
0,3,f
0,3,k
1,4,m
0,4,g
1,4,o
0,4,c
1,4,b
0,4,f
1,4,x
0,4,d
1,4,v
0,4,m
1,4,v
1,4,m
1,4,f
1,4,e
1,4,o
1,4,n
0,4,d
1,4,k
1,4,n
1,4,u
0,4,j
1,4,a
0,4,n
1,4,d
0,4,g
0,4,i
0,4,h
0,4,d
0,4,d
1,4,q
0,4,o
1,4,d
1,4,n
1,4,t
1,4,a
0,4,a
0,4,p
0,4,r
1,4,y
1,4,h
1,4,p
1,4,h
0,4,c
1,4,j
1,4,r
1,4,x
0,4,r
1,4,t
1,4,z
0,4,c
0,4,a
0,4,e
0,4,y
0,4,d
0,4,c
0,4,f
1,4,e
0,4,y
0,4,t
1,4,t
0,4,x
0,4,a
1,4,f
0,4,s
0,4,u
1,4,n
1,4,i
1,4,g
1,4,y
1,4,d
0,4,n
0,4,u
0,4,k
0,4,s
1,4,p
1,4,l
1,4,e
1,4,v
0,4,n
0,4,p
0,4,z
1,4,p
0,4,f
0,4,f
0,4,p
1,4,u
1,4,d
1,4,j
0,4,o
0,4,w
1,4,j
1,4,h
0,4,l
1,4,p
0,4,e
1,4,w
0,4,z
1,4,m
1,4,i
1,4,x
0,4,a
0,4,f
0,4,z
1,4,l
0,4,b
0,4,f
1,4,g
0,4,s
0,4,n
0,4,p
0,4,w
0,4,h
0,4,v
1,4,u
0,4,s
1,4,r
1,4,j
1,4,h
0,4,l
0,4,m
1,4,y
1,4,b
1,4,w
1,4,i
1,4,q
0,4,x
1,4,b
0,4,r
0,4,r
1,4,f
1,4,d
0,4,n
0,4,c
0,4,d
0,4,s
1,4,e
0,4,z
1,4,d
1,4,y
1,4,t
1,4,o
0,4,w
0,4,e
0,4,y
0,4,g
1,4,t
0,4,u
1,4,h
0,4,f
1,4,v
0,4,o
1,4,b
1,4,u
1,5,z
0,4,c
0,4,u
1,5,a
1,5,x
0,4,w
0,4,l
0,4,l
1,5,q
1,5,s
1,5,a
0,4,s
0,4,o
1,5,b
1,5,g
0,4,d
1,5,m
0,4,w
0,4,t
1,5,t
0,4,e
1,5,y
0,4,a
0,4,q
0,4,w
1,5,n
0,4,u
0,4,d
0,4,i
1,5,i
0,4,b
0,4,p
0,4,k
1,5,m
1,5,r
0,4,i
1,5,e
1,5,y
1,5,x
0,4,o
0,4,p
1,5,f
0,4,w
1,5,d
0,5,i
0,5,a
0,5,a
0,5,k
0,5,i
1,5,y
0,5,t
1,5,i
1,5,e
0,5,j
0,5,z
0,5,o
1,5,r
1,5,p
1,5,x
0,5,k
1,5,q
0,5,c
0,5,h
0,5,z
1,5,b
1,5,w
0,5,w
0,5,p
1,5,h
1,5,d
1,5,z
1,5,v
0,5,a
0,5,j
0,5,r
0,5,v
0,5,i
0,5,c
0,5,d
0,5,i
0,5,c
1,5,c
0,5,r
1,5,z
1,5,d
1,5,l
0,5,r
0,5,c
1,5,i
1,5,w
1,5,a
0,5,l
0,5,i
1,5,l
0,5,o
1,5,q
1,5,l
1,5,g
0,5,r
1,5,h
1,5,q
1,5,y
1,5,f
0,5,a
0,5,v
0,5,l
1,5,i
0,5,e
1,5,p
0,5,n
0,5,t
0,5,i
0,5,n
1,5,k
0,5,x
0,5,n
0,5,i
1,5,l
0,5,q
1,5,g
0,5,q
1,5,e
1,5,q
0,5,s
0,5,k
1,5,t
1,5,x
0,5,x
1,5,c
1,5,w
0,5,k
0,5,r
1,5,q
1,5,s
0,5,r
0,5,l
0,5,v
0,5,q
1,5,m
0,5,u
0,5,s
1,5,q
0,5,z
1,5,o
0,5,q
0,5,h
1,5,j
1,5,l
0,5,s
1,5,i
1,5,j
0,5,r
0,5,s
1,5,t
1,5,w
1,5,q
1,5,s
0,5,e
1,5,j
1,5,p
1,5,l
1,5,n
1,5,e
1,5,p
1,5,d
1,5,v
0,5,a
0,5,z
1,5,d
0,5,l
1,5,x
1,5,s
1,5,t
1,5,k
1,5,j
1,5,s
1,5,r
1,5,k
0,5,t
1,5,f
0,5,s
1,5,m
0,5,w
0,5,o
1,5,p
0,5,d
1,5,i
1,5,b
0,5,a
1,5,f
1,5,x
1,5,y
1,5,j
0,5,m
1,5,a
1,5,z
1,6,d
1,6,f
0,5,a
1,6,g
1,6,t
1,6,y
1,6,f
1,6,v
1,6,j
0,5,w
0,5,n
0,5,p
1,6,t
1,6,i
0,5,j
0,5,f
1,6,h
0,5,i
1,6,i
1,6,n
1,6,c
1,6,g
0,5,h
0,5,x
0,5,o
1,6,f
1,6,e
0,5,t
1,6,s
1,6,s
1,6,c
0,5,n
1,6,k
0,5,m
1,6,v
0,5,g
0,5,o
1,6,o
0,5,b
1,6,i
1,6,y
1,6,a
1,6,h
0,5,c
0,5,x
0,5,u
0,5,w
1,6,o
1,6,v
0,5,n
0,5,q
1,6,i
0,5,e
0,5,a
0,5,f
1,6,y
1,6,r
0,5,t
0,5,b
1,6,n
1,6,n
1,6,a
1,6,g
1,6,a
1,6,p
1,6,q
1,6,y
1,6,v
0,5,m
0,6,p
0,6,v
1,6,t
0,6,p
1,6,k
1,6,m
0,6,p
0,6,f
0,6,e
1,6,m
0,6,c
0,6,g
1,6,d
0,6,l
1,6,z
1,6,c
0,6,y
1,6,z
0,6,b
1,6,r
0,6,x
1,6,r
0,6,l
1,6,t
0,6,n
0,6,y
1,6,v
0,6,j
1,6,z
1,6,q
1,6,w
0,6,m
1,6,d
0,6,c
0,6,v
1,6,j
0,6,u
1,6,q
0,6,k
1,6,p
0,6,g
0,6,m
1,6,q
0,6,z
0,6,t
1,6,j
0,6,a
0,6,j
0,6,u
0,6,z
0,6,u
1,6,j
0,6,a
1,6,j
0,6,f
1,6,v
0,6,z
0,6,f
1,6,j
0,6,x
1,6,j
1,6,j
0,6,c
0,6,f
1,6,s
1,6,y
0,6,x
0,6,d
1,6,k
0,6,r
0,6,p
1,6,e
1,6,x
1,6,g
1,6,r
1,6,u
0,6,z
1,6,x
0,6,g
0,6,d
1,6,c
1,6,m
1,6,u
1,6,r
0,6,q
0,6,e
0,6,a
0,6,w
1,6,g
1,6,w
1,6,v
0,6,j
0,6,d
0,6,u
1,6,w
0,6,t
1,6,x
0,6,k
0,6,c
0,6,e
0,6,j
0,6,v
0,6,f
1,6,o
0,6,k
0,6,l
1,6,a
1,6,a
0,6,t
0,6,k
1,6,c
1,6,f
1,6,c
0,6,r
0,6,d
0,6,f
1,6,m
0,6,c
1,6,v
1,6,f
0,6,t
1,6,h
0,6,w
1,6,d
1,6,f
1,6,i
0,6,c
1,6,o
1,7,k
0,6,w
1,7,l
0,6,d
0,6,w
0,6,x
0,6,h
0,6,v
1,7,y
1,7,c
1,7,y
1,7,r
1,7,j
0,6,r
1,7,s
0,6,x
1,7,r
1,7,x
1,7,w
1,7,s
0,6,w
1,7,c
0,6,p
0,6,k
0,6,q
0,6,r
1,7,e
0,6,d
0,6,k
0,6,s
0,6,i
0,6,t
1,7,j
0,6,d
0,6,r
1,7,o
0,6,f
1,7,s
0,6,g
1,7,e
1,7,f
0,6,p
1,7,b
1,7,l
1,7,s
1,7,r
1,7,z
0,6,r
1,7,m
1,7,m
0,6,f
1,7,e
0,6,u
1,7,e
0,6,l
1,7,z
1,7,m
1,7,v
0,6,t
0,6,l
1,7,x
0,6,n
1,7,a
0,6,m
0,7,o
1,7,w
0,7,k
1,7,d
1,7,x
1,7,i
1,7,t
1,7,f
0,7,p
0,7,q
1,7,n
0,7,y
1,7,s
0,7,z
0,7,h
0,7,h
0,7,w
1,7,h
0,7,e
1,7,k
0,7,x
1,7,k
1,7,b
0,7,x
0,7,g
0,7,z
1,7,g
1,7,r
1,7,y
0,7,d
1,7,w
1,7,m
0,7,f
1,7,y
1,7,e
0,7,y
1,7,m
1,7,z
1,7,m
0,7,d
1,7,v
1,7,a
0,7,w
1,7,n
0,7,a
1,7,d
1,7,f
1,7,m
0,7,s
0,7,d
0,7,i
1,7,y
1,7,q
0,7,t
1,7,o
1,7,s
0,7,d
1,7,k
0,7,c
0,7,m
0,7,y
0,7,a
0,7,a
1,7,l
1,7,h
0,7,w
0,7,d
1,7,n
0,7,y
1,7,f
0,7,p
0,7,t
0,7,t
1,7,w
1,7,m
1,7,d
0,7,m
1,7,a
1,7,r
0,7,v
0,7,t
0,7,i
0,7,q
0,7,c
1,7,e
1,7,f
1,7,v
1,7,k
1,7,e
0,7,e
0,7,k
0,7,r
1,7,y
0,7,n
1,7,h
0,7,u
0,7,m
0,7,q
1,7,l
0,7,p
0,7,g
0,7,d
0,7,o
1,7,e
0,7,m
1,7,d
1,7,a
1,7,i
1,7,y
1,7,d
0,7,b
0,7,a
1,7,j
0,7,x
0,7,z
1,7,e
0,7,v
1,7,z
0,7,m
0,7,w
0,7,u
1,7,y
0,7,l
0,7,i
1,7,t
1,7,m
0,7,z
0,7,u
1,7,b
0,7,i
0,7,x
1,7,v
1,7,t
1,7,j
1,7,a
1,8,g
1,8,z
0,7,l
1,8,l
0,7,u
1,8,d
1,8,u
0,7,k
1,8,k
0,7,n
1,8,x
0,7,k
0,7,x
1,8,f
0,7,x
1,8,g
1,8,r
1,8,i
0,7,s
0,7,g
0,7,r
0,7,o
0,7,s
1,8,c
0,7,s
0,7,p
1,8,h
1,8,j
1,8,x
0,7,r
0,7,z
0,7,y
0,7,p
1,8,k
1,8,p
0,7,g
0,7,v
1,8,b
0,7,j
1,8,d
1,8,i
1,8,u
1,8,w
0,7,l
0,7,b
0,7,k
0,7,t
1,8,n
0,7,n
1,8,r
1,8,j
1,8,p
0,7,g
0,7,d
0,7,v
0,7,o
0,7,l
1,8,k
0,7,r
0,8,g
0,8,z
0,8,y
1,8,m
0,8,m
1,8,f
1,8,e
0,8,c
1,8,h
1,8,q
0,8,d
1,8,w
1,8,k
0,8,j
0,8,d
0,8,c
0,8,i
0,8,n
1,8,p
1,8,u
1,8,v
1,8,y
1,8,d
0,8,c
1,8,n
1,8,e
0,8,u
1,8,a
0,8,e
0,8,b
0,8,y
1,8,b
0,8,s
1,8,q
0,8,t
0,8,j
1,8,q
1,8,i
1,8,o
1,8,s
1,8,u
1,8,m
0,8,o
0,8,z
0,8,g
1,8,i
1,8,j
0,8,c
1,8,h
1,8,h
0,8,g
0,8,u
0,8,a
0,8,q
1,8,n
1,8,q
0,8,e
1,8,j
0,8,r
0,8,p
0,8,o
0,8,g
0,8,g
1,8,t
1,8,a
1,8,m
0,8,b
1,8,p
1,8,e
1,8,d
1,8,h
1,8,e
1,8,r
0,8,u
0,8,z
1,8,n
0,8,h
0,8,w
0,8,m
0,8,t
0,8,a
0,8,a
0,8,w
1,8,o
0,8,d
1,8,v
1,8,n
1,8,j
0,8,j
0,8,s
0,8,x
0,8,s
0,8,d
0,8,s
0,8,g
1,8,h
1,8,b
1,8,r
1,8,x
1,8,a
1,8,r
0,8,m
1,8,f
1,8,m
0,8,t
1,8,g
0,8,p
0,8,l
0,8,f
1,8,j
0,8,s
0,8,e
0,8,w
0,8,v
1,8,e
1,8,e
1,8,c
1,8,r
1,8,j
1,8,b
0,8,s
0,8,k
0,8,d
1,8,v
1,8,p
0,8,v
1,8,c
1,8,h
1,8,o
0,8,b
1,8,s
0,8,v
1,8,d
1,8,w
0,8,e
1,8,h
0,8,l
0,8,n
1,8,b
1,8,j
0,8,b
0,8,t
1,8,i
1,8,o
1,9,j
1,9,a
1,9,b
1,9,g
0,8,h
0,8,m
1,9,n
1,9,n
1,9,f
0,8,i
0,8,t
1,9,m
1,9,g
1,9,a
1,9,f
1,9,y
0,8,x
1,9,n
0,8,j
1,9,z
1,9,s
1,9,q
0,8,e
1,9,g
0,8,x
0,8,u
0,8,d
1,9,e
0,8,j
0,8,y
1,9,h
0,8,u
0,8,m
0,8,c
1,9,g
0,8,h
1,9,l
1,9,p
1,9,u
0,8,c
0,8,r
0,8,a
1,9,e
0,8,n
0,8,j
1,9,w
1,9,w
1,9,k
0,8,c
1,9,h
0,8,t
0,8,k
1,9,e
0,8,q
1,9,m
0,8,d
1,9,y
1,9,h
0,8,m
1,9,d
1,9,f
1,9,j
1,9,t
1,9,q
1,9,z
0,8,t
1,9,k
1,9,z
0,8,m
0,9,w
0,9,v
1,9,p
1,9,x
1,9,o
1,9,m
1,9,g
0,9,j
1,9,p
1,9,d
1,9,y
0,9,b
1,9,z
0,9,e
1,9,v
1,9,m
0,9,i
0,9,c
1,9,v
1,9,q
0,9,e
0,9,c
1,9,i
1,9,l
0,9,i
1,9,d
0,9,l
0,9,o
1,9,j
0,9,o
1,9,s
1,9,r
0,9,y
1,9,e
0,9,w
1,9,f
1,9,i
1,9,j
1,9,a
1,9,i
1,9,s
0,9,u
1,9,i
1,9,r
0,9,x
0,9,o
1,9,s
1,9,i
0,9,f
0,9,n
1,9,a
0,9,f
1,9,q
1,9,l
0,9,q
1,9,a
0,9,i
1,9,a
1,9,v
1,9,o
0,9,f
1,9,m
0,9,x
0,9,f
1,9,e
1,9,t
1,9,x
0,9,e
0,9,s
0,9,g
0,9,q
1,9,a
0,9,v
1,9,r
1,9,v
1,9,o
0,9,j
1,9,s
1,9,u
1,9,o
0,9,c
0,9,h
0,9,r
0,9,q
1,9,z
1,9,g
0,9,m
1,9,x
1,9,w
0,9,x
0,9,o
0,9,i
1,9,q
0,9,s
0,9,b
1,9,q
0,9,u
1,9,i
1,9,v
0,9,p
0,9,n
1,9,s
1,9,b
1,9,z
1,9,y
0,9,w
0,9,l
1,10,h
1,10,m
0,9,u
0,9,g
1,10,v
1,10,y
0,9,b
1,10,w
1,10,m
0,9,o
1,10,t
1,10,l
1,10,c
1,10,z
1,10,l
1,10,n
0,9,w
0,9,f
1,10,h
0,9,a
0,9,a
0,9,x
1,10,w
0,9,a
0,9,y
1,10,j
1,10,b
1,10,p
0,9,e
1,10,e
0,9,n
0,9,w
0,9,n
0,9,n
1,10,v
0,9,o
1,10,x
0,9,k
0,9,m
1,10,w
0,9,q
0,9,o
0,9,g
0,9,t
1,10,b
0,9,a
1,10,g
1,10,t
1,10,d
0,9,n
1,10,x
0,9,g
1,10,f
1,10,c
0,9,s
0,9,w
1,10,n
1,10,a
0,9,k
1,10,s
0,9,n
0,9,d
0,9,f
0,9,i
1,10,j
1,10,f
0,9,g
0,9,b
0,9,y
0,9,a
0,9,w
0,9,y
1,10,x
0,9,z
0,9,u
1,10,v
1,10,y
0,9,y
0,9,x
0,9,n
0,9,z
1,10,t
1,10,r
0,9,n
1,10,k
1,10,o
0,9,f
1,10,t
1,10,y
0,9,w
1,10,n
0,9,y
1,10,e
1,10,k
0,9,x
1,10,z
0,9,o
1,10,a
1,10,z
0,9,e
0,9,j
1,10,p
0,10,f
1,10,c
1,10,b
0,10,c
0,10,p
1,10,t
1,10,a
1,10,z
0,10,o
0,10,b
0,10,r
1,10,i
0,10,u
0,10,w
1,10,h
0,10,t
1,10,x
1,10,t
1,10,j
0,10,r
1,10,w
1,10,a
0,10,u
0,10,r
0,10,i
0,10,a
0,10,j
0,10,m
0,10,b
1,10,o
1,10,k
1,10,q
0,10,x
1,10,d
1,10,t
0,10,g
1,10,x
1,10,l
1,10,w
0,10,w
0,10,u
1,10,m
1,10,t
1,10,u
0,10,v
0,10,k
0,10,a
0,10,e
1,10,f
1,10,y
0,10,u
0,10,j
0,10,c
1,10,x
0,10,y
1,10,o
0,10,r
1,10,w
0,10,p
1,10,r
0,10,a
1,10,l
1,10,s
1,10,j
1,10,f
1,10,l
0,10,l
1,10,q
1,10,n
1,10,c
0,10,e
0,10,h
0,10,z
1,10,y
0,10,d
0,10,t
1,10,u
0,10,n
0,10,k
1,10,y
1,10,r
0,10,b
0,10,f
1,10,n
0,10,r
1,10,f
1,10,e
0,10,r
0,10,q
0,10,g
1,10,e
1,10,v
1,10,q
1,10,n
1,10,b
0,10,o
1,10,x
0,10,y
1,10,q
1,11,w
0,10,n
0,10,l
1,11,t
1,11,i
1,11,s
1,11,z
1,11,y
0,10,k
1,11,s
1,11,s
0,10,g
1,11,w
0,10,o
1,11,f
0,10,a
0,10,a
1,11,a
1,11,y
1,11,b
1,11,m
1,11,k
1,11,p
0,10,w
1,11,p
1,11,i
1,11,c
1,11,a
0,10,m
0,10,i
1,11,x
0,10,o
0,10,u
1,11,h
0,10,f
1,11,u
1,11,p
0,10,h
0,10,y
1,11,x
1,11,z
0,10,i
0,10,v
1,11,i
0,10,l
0,10,q
0,10,s
1,11,s
0,10,k
1,11,d
1,11,x
0,10,m
1,11,c
0,10,h
1,11,b
1,11,v
1,11,b
1,11,d
0,10,f
1,11,f
0,10,e
1,11,g
0,10,d
0,10,w
1,11,s
1,11,a
1,11,d
1,11,z
0,10,a
0,10,w
0,10,l
1,11,k
0,10,k
1,11,p
1,11,g
1,11,b
1,11,q
1,11,s
0,10,s
1,11,m
0,10,c
1,11,s
1,11,g
1,11,r
0,10,z
1,11,h
0,10,l
0,10,e
0,10,x
0,10,l
1,11,z
1,11,c
1,11,d
0,10,o
0,10,d
0,10,w
1,11,f
0,10,r
1,11,f
0,10,n
0,10,i
0,10,p
1,11,b
0,10,j
0,10,v
1,11,r
1,11,h
0,10,r
1,11,f
0,10,x
1,11,e
1,11,x
1,11,l
1,11,k
0,10,x
1,11,z
0,10,a
0,10,n
1,11,l
1,11,d
0,11,n
0,11,p
0,11,r
0,11,u
0,11,b
1,11,u
0,11,g
1,11,c
1,11,q
1,11,j
1,11,w
1,11,q
1,11,v
1,11,f
1,11,d
1,11,u
0,11,e
1,11,w
1,11,h
0,11,i
1,11,a
0,11,i
1,11,z
1,11,x
0,11,g
1,11,l
1,11,a
0,11,b
1,11,n
1,11,v
1,11,j
0,11,a
0,11,z
1,11,t
1,11,l
0,11,c
1,11,d
1,11,a
0,11,b
0,11,s
0,11,i
0,11,k
1,11,l
1,11,w
1,11,m
1,11,k
0,11,g
0,11,f
1,11,v
0,11,i
1,11,j
0,11,y
1,11,d
0,11,j
0,11,z
1,11,u
0,11,x
0,11,x
1,12,k
0,11,b
1,12,u
1,12,h
0,11,o
0,11,k
1,12,g
